Id,TamanhoPacote__c,CollectPoint__Latitude__s,CollectPoint__Longitude__s,DeliveryPoint__Latitude__s,DeliveryPoint__Longitude__s,CreatedDate
b0f5f856c7c8dc046531f164d6de3eb4,Alta,-23.48988814879191,-46.37265745864769,-24.715799471973146,-48.00772649327381,2018-06-04 06:25:37
69e9d8330e77c15cc54c8a1b341acaaa,Média,-23.48988814879191,-46.37265745864769,-23.586362748542896,-46.537228262421365,2017-06-23 20:19:48
33fb9fcb4416d2b74dc9b058f1cca8a4,Alta,-23.48988814879191,-46.37265745864769,-23.590022776821183,-46.57065833812266,2018-04-23 11:45:00
dfbaaa8fbe0139951467b1cc869562fb,Alta,-23.48988814879191,-46.37265745864769,-23.60806732113787,-46.718701429078486,2017-10-19 13:41:00
4ecd4654955a39a165e7cde49b3ec0fb,Média,-23.48988814879191,-46.37265745864769,-23.674454445015115,-46.50700299500791,2017-07-04 07:20:18
052b00d65560313221c5692cdb22fcb3,Alta,-23.48988814879191,-46.37265745864769,-23.68998492426291,-46.74113023496364,2018-07-11 08:54:29
125976e5bb61accc5b6c27bc74f08d49,Alta,-23.48988814879191,-46.37265745864769,-23.432985240637056,-46.71479179294824,2018-04-17 23:17:15
cfd2d083615e8a74ea5b38d198c92a77,Alta,-23.48988814879191,-46.37265745864769,-21.13146388576363,-47.9959677574636,2018-03-29 18:43:06
b128c2e3c0c118fa97dcba44a363c32f,Média,-23.48988814879191,-46.37265745864769,-23.53206184041201,-46.68902834471118,2017-12-08 17:56:08
be8b50c8a24a137dbed81d6c202e8d64,Alta,-23.48988814879191,-46.37265745864769,-22.5814978697878,-44.6995162923868,2017-12-03 23:17:00
7f93c9634dcd85e4d1384f583a74ea58,Média,-23.48988814879191,-46.37265745864769,-22.56840491395926,-44.967507658203,2017-12-05 22:34:56
3be022c04922f96b5df70e2ad9e2c852,Alta,-23.48988814879191,-46.37265745864769,-23.626718469902592,-46.59748992134098,2018-03-04 02:07:22
665d84d48d4c7c497117465e6f02f92f,Alta,-23.48988814879191,-46.37265745864769,-23.742926224536884,-46.71005994546711,2018-07-10 09:13:20
923cf1bc71993b447259c9e8bf54eb07,Média,-23.48988814879191,-46.37265745864769,-21.339803136118363,-49.4954618429649,2018-03-01 14:20:46
b4600c38e204525370a517e69341d3c4,Alta,-23.48988814879191,-46.37265745864769,-23.61364433686972,-46.60079079905067,2018-04-26 18:32:43
cee3d35c01c3ae1ed31809bdb2272afb,Alta,-23.48988814879191,-46.37265745864769,-20.81357059323897,-49.37830262409778,2017-07-24 22:26:44
f75d10ef288341085a1387de1052dfb7,Alta,-23.48988814879191,-46.37265745864769,-23.47666615958798,-46.68147008895491,2017-11-03 23:42:39
7c455f1b3dd0fd15fc19e4372c451056,Alta,-23.48988814879191,-46.37265745864769,-23.37317624923539,-46.45044055536962,2018-05-29 11:37:15
6c9fa8bfb266b4c7de3e162fb28f46d8,Alta,-23.48988814879191,-46.37265745864769,-23.603187216486816,-46.62096322009347,2017-10-18 12:34:11
88898c8b7a5b7d3e2291e990f93d274a,Alta,-23.48988814879191,-46.37265745864769,-23.537055939494493,-46.49216423604941,2018-03-04 18:43:35
00e7ee1b050b8499577073aeb2a297a1,Alta,-23.48988814879191,-46.37265745864769,-20.509897499999997,-47.3978655,2017-05-16 15:05:35
bfa7102f2f9eb8afc761f1eedb37c744,Alta,-23.48988814879191,-46.37265745864769,-21.961965240416152,-46.806045156792585,2017-03-16 11:15:22
fceb54e55602dfb675e2983e0aa35bf9,Alta,-23.48988814879191,-46.37265745864769,-22.91101741687345,-47.09614127601136,2018-03-31 16:10:25
5f63452c08b9ce323d5c4d3d51c8f839,Alta,-23.48988814879191,-46.37265745864769,-23.4798363075192,-46.49486361226843,2017-06-24 18:46:02
c2d07d9078b700b9198a126183867c16,Baixa,-23.612293487650746,-46.76223683305443,-21.280744442632404,-49.40941619971977,2018-08-14 17:48:09
b60b53ad0bb7dacacf2989fe27ad567a,Baixa,-23.63670719816495,-46.73809456287144,-23.446391134052757,-46.609487837497824,2017-05-10 14:03:27
a279cafcc7359382fdd603518130fd1b,Baixa,-23.63670719816495,-46.73809456287144,-22.963253612775464,-47.01219940781335,2018-02-03 13:26:26
07df21cf38c17b4fef05f15d23e3cce7,Baixa,-23.63670719816495,-46.73809456287144,-23.688011001933244,-46.68861021758333,2018-03-05 18:12:48
f12dbdb6a90508df0f4d102e304c8c7d,Baixa,-23.63670719816495,-46.73809456287144,-22.726257875353635,-47.63781138952056,2018-07-30 21:58:36
93e41e75d4dfc53553b20b0087738e4d,Baixa,-23.63670719816495,-46.73809456287144,-23.30687031531724,-46.762745102764434,2017-11-18 18:10:22
5f0b0782790ceb15a39a61c73e13df9b,Baixa,-23.63670719816495,-46.73809456287144,-23.54001991369947,-46.77765642117263,2017-08-22 07:59:33
42e9af98d600b96e51f57f1cd3d1529d,Baixa,-23.63670719816495,-46.73809456287144,-23.49659238050181,-46.88637607486702,2018-08-08 10:28:22
32e4fa9bb468884309b58b9348de70c3,Baixa,-21.303314868389645,-50.33528422537569,-23.502460609498485,-46.59374588980903,2018-07-04 16:49:21
30837e97d6e552e25ee411c7365bdbcd,Baixa,-21.303314868389645,-50.33528422537569,-23.481821053292144,-47.48028152262103,2018-07-15 19:50:22
6d7f89c34bd6171fd439f8f7c2404460,Baixa,-21.303314868389645,-50.33528422537569,-23.55021019790515,-46.55646739716662,2017-10-17 22:27:33
7fc7d9c812c9ed9d6432cac2912a1091,Baixa,-21.303314868389645,-50.33528422537569,-23.583051716675406,-46.97104081373576,2018-01-05 06:15:55
40237e91fbaa88e62cdc9397b2e3343a,Baixa,-21.303314868389645,-50.33528422537569,-24.149651009642906,-46.7480979001278,2018-07-18 21:38:35
efd6e545a0e34fcc1b5a8fe60d9026ec,Baixa,-21.303314868389645,-50.33528422537569,-23.62102309109541,-46.65453202578458,2017-11-26 14:11:15
aaa2176c2eedbba6fb84a3d63e01f433,Baixa,-21.303314868389645,-50.33528422537569,-23.657862685268714,-46.70405184968499,2018-08-04 19:20:37
9d48a2dfef2e0cb6155f816b9bf8489c,Baixa,-23.537511255832708,-46.63705730743676,-23.634575496537547,-46.60830436372555,2018-05-25 22:10:13
6cd62576e07ee4e0d114e65358f5d503,Baixa,-23.537511255832708,-46.63705730743676,-23.62704363918865,-46.79980025520799,2018-02-14 11:40:41
623d9c7205ead428a68b210b93e69148,Baixa,-23.537511255832708,-46.63705730743676,-23.19571962447347,-47.30481555259966,2018-03-19 09:34:03
092166b50105729618cd1dfb1e7c650c,Baixa,-23.537511255832708,-46.63705730743676,-22.828654864562257,-47.267296160568925,2018-04-03 13:55:45
9caec5f70676fea541e3dbcd2ff307e0,Baixa,-23.537511255832708,-46.63705730743676,-22.568919796062783,-48.15058521909285,2018-01-18 13:25:36
66d72a05add1a253c4e8390c215c8306,Baixa,-23.537511255832708,-46.63705730743676,-23.46738266472387,-46.53599076242136,2018-04-03 11:21:26
666361dc35f61cd6ac10ec287d682b88,Baixa,-23.537511255832708,-46.63705730743676,-22.177823664454152,-51.254713244373534,2018-05-01 18:56:48
d90bb9bb62261c6f02505180307b479b,Baixa,-23.537511255832708,-46.63705730743676,-22.00660589921609,-47.42763984666532,2018-03-19 17:29:26
5e32d63948bae10a5a878d024e3e4e37,Baixa,-23.537511255832708,-46.63705730743676,-23.569438714409333,-46.66342129141903,2018-03-15 12:23:11
99642f7c1549b12bcc0ddc010075030a,Baixa,-23.537511255832708,-46.63705730743676,-23.66800916734961,-46.430377660540266,2017-11-28 16:01:14
ebb5e749c1cd84b16d8628c9668d7282,Baixa,-23.537511255832708,-46.63705730743676,-23.45599171357261,-46.67717134248949,2018-01-31 16:03:47
d674f43f35a8b46f907663eeabefb819,Baixa,-23.537511255832708,-46.63705730743676,-23.629764027756927,-46.46464969025911,2018-03-28 14:52:06
cb71dc72237d3c654e1ac60c2ea343e2,Baixa,-23.537511255832708,-46.63705730743676,-23.46957611878932,-46.53809007799066,2018-06-25 14:45:20
2bf0bf5cbf38b387798a9143e05d4c2c,Baixa,-23.537511255832708,-46.63705730743676,-23.57048818454374,-46.56174059236515,2017-11-07 09:01:01
b51636cb252c5b72813e83843f8f73d4,Baixa,-23.537511255832708,-46.63705730743676,-23.66930462115525,-46.48159847045406,2018-03-09 20:07:27
468bd6899c762e315ec2a00f6d936b8d,Baixa,-23.537511255832708,-46.63705730743676,-23.45490508159733,-46.59270606480468,2018-02-23 18:56:00
dcc0c6d219152ac96b033d223d08212f,Baixa,-23.537511255832708,-46.63705730743676,-21.11751684601285,-47.77921416266256,2017-11-09 22:44:06
f803d953d504e923f69704f85b325828,Baixa,-23.537511255832708,-46.63705730743676,-21.184653760852598,-49.58394845250138,2018-02-25 20:06:05
8ce6c3ac0903448859d77c5279ac7876,Baixa,-23.537511255832708,-46.63705730743676,-23.546688516792653,-46.51776104232789,2017-11-12 12:45:40
8fc1d441a00d0ba601d5609fd95f4174,Baixa,-23.537511255832708,-46.63705730743676,-23.07456668181661,-47.194874824182456,2018-05-07 08:39:56
99690636b272c74b153a637f6f56dbab,Baixa,-23.537511255832708,-46.63705730743676,-23.46085584124873,-46.65017612017429,2018-04-06 15:51:17
b6fe77dcc878c94cdb102e6de718a8b2,Baixa,-23.537511255832708,-46.63705730743676,-23.538564534277796,-46.34335477324141,2018-03-06 09:01:41
ad387b2b2e337348802ec4cd93bbadb0,Baixa,-23.537511255832708,-46.63705730743676,-23.550726090484137,-46.60183458396325,2018-01-02 14:44:14
045acee11e62afca7764429c5710dac9,Baixa,-23.537511255832708,-46.63705730743676,-23.59969949456289,-48.06179358650231,2018-03-17 14:07:59
9e536c5c989c3bc5667dde34c3490e0f,Baixa,-23.537511255832708,-46.63705730743676,-23.521227914577057,-46.4189486025351,2018-02-16 11:19:10
ba42c755d2fd20af5e6ccc193942e46d,Baixa,-23.537511255832708,-46.63705730743676,-23.614244523133603,-48.06252215071038,2018-02-02 12:11:43
fc2893781987c8064e5db53f1ce4ec3f,Baixa,-23.537511255832708,-46.63705730743676,-23.490452840257284,-47.45339333018629,2018-04-07 08:33:36
64d90b334a89978bf78af244276aa415,Baixa,-23.537511255832708,-46.63705730743676,-22.413547144205573,-49.41668145584374,2018-05-23 19:19:50
a17ad45b2b8e8e73cdcc323bd9b90b49,Baixa,-23.537511255832708,-46.63705730743676,-23.588579923394327,-46.69830999610485,2018-02-27 22:20:35
486c20b6af5c5dc6163705a3c6031c3a,Baixa,-23.537511255832708,-46.63705730743676,-22.51225020394538,-48.55643861501519,2018-05-17 10:25:03
7b6e1f2c12c784e2ddc7c71547cb6502,Baixa,-23.537511255832708,-46.63705730743676,-23.609343615297128,-46.59109952274666,2018-05-03 10:01:02
bd9d0b4bd72874264d4f1467b4d51323,Baixa,-23.537511255832708,-46.63705730743676,-21.7681977105142,-48.20274085928214,2018-02-10 15:02:24
3339caccb4f94a45abaf8ed1990cfc36,Baixa,-23.537511255832708,-46.63705730743676,-23.58667354731954,-46.61242320483004,2018-01-22 15:42:00
f4e69e26765d66772006b9885e1dc6f5,Baixa,-23.537511255832708,-46.63705730743676,-23.629611017485143,-46.78773145475794,2018-02-24 21:26:19
5abf4d5854dbe45f295e2c7dd390073f,Baixa,-23.537511255832708,-46.63705730743676,-23.587690600323224,-46.76379986747644,2018-02-19 19:32:14
403990c5fffd698dc79416488b3fb1fa,Baixa,-23.537511255832708,-46.63705730743676,-23.48040564418031,-46.7026211261469,2018-01-15 14:43:53
68e3cd57e173ebad230c2879e6c78401,Baixa,-23.537511255832708,-46.63705730743676,-23.49708599639332,-46.72484557299898,2018-04-07 20:56:45
41fe5122a99e994da33095efeb38f8a6,Baixa,-23.537511255832708,-46.63705730743676,-23.571153607276788,-46.549201704137566,2018-07-04 00:38:14
76662f6f2a490cb74e7b97984991501f,Baixa,-23.537511255832708,-46.63705730743676,-23.66721675288362,-46.49913206319721,2017-11-28 15:12:55
c2ef874559083f9b66c092fe59f382b2,Baixa,-23.537511255832708,-46.63705730743676,-23.653066023313517,-46.74602714141034,2018-05-03 00:19:22
ea55102263a7f58c4b3090b655c2bc00,Baixa,-23.537511255832708,-46.63705730743676,-23.60919423980033,-46.73799176019966,2018-03-26 17:32:49
e9385a6ce895738e4ea275adb91aa955,Baixa,-23.537511255832708,-46.63705730743676,-22.437478077083373,-48.17275356636137,2018-04-13 18:17:57
1916f29d84d0c59dba74b70880457a8c,Baixa,-23.537511255832708,-46.63705730743676,-22.15321602806684,-50.096240643242346,2018-03-14 21:23:59
aa13f22ba1dbf5360989f7480c1e099c,Baixa,-23.537511255832708,-46.63705730743676,-23.669731383288145,-46.58979967666909,2018-05-24 09:32:10
5df8cdb8acb96693580f58ac6df8d5a1,Baixa,-23.537511255832708,-46.63705730743676,-22.926904742714527,-47.067241683593984,2018-04-24 10:46:44
4fe2fd5509bca02cbd39aa5b3eeb2a8f,Baixa,-23.52318097260825,-46.34180921314962,-23.497103126291133,-46.74907264016961,2018-08-27 13:57:36
db2351cb5d7dbd5c45ac607d32f2cb9b,Baixa,-23.52318097260825,-46.34180921314962,-23.570081931637716,-46.043320961112215,2018-01-25 11:11:12
14e29f83cf6fcd5fcca40380a248eea1,Baixa,-23.52318097260825,-46.34180921314962,-23.4823915320561,-46.64281243352188,2018-02-13 11:28:54
dfc9bc36d5db98182f4b1dc41fe8e258,Baixa,-23.52318097260825,-46.34180921314962,-23.485064826913263,-46.58236126674555,2017-09-21 13:22:26
0560690f57123e9331f5731479b2d505,Baixa,-23.52318097260825,-46.34180921314962,-23.268429052857943,-46.74907224925925,2018-04-12 10:42:15
bbf4d375e40f5e365a316b81b16829b7,Baixa,-23.52318097260825,-46.34180921314962,-23.551359454065437,-46.64339075477531,2018-01-13 10:58:04
8b96bc34084e85c00077915a55fa93f7,Baixa,-23.52318097260825,-46.34180921314962,-23.54787985761916,-46.88417090735773,2018-02-14 23:20:55
635ed45a717c546a1bea54c32c7d2ff7,Baixa,-23.52318097260825,-46.34180921314962,-23.545198289197344,-46.53220292048014,2018-05-30 14:30:13
3480c6733692db0895d7f240dc18d9d6,Baixa,-23.65022798473656,-46.75498649486411,-23.59518735858964,-46.515514447544575,2017-10-17 15:58:05
c301f64860cec992f8d9c532fb00f867,Baixa,-23.65022798473656,-46.75498649486411,-23.472078150152925,-46.69287864723873,2017-10-05 03:54:42
6672ea757b340c6ebd644244a2c982ae,Baixa,-23.65022798473656,-46.75498649486411,-23.569747571977175,-46.65100357197719,2018-07-03 09:00:42
559115c14f48d999adcc027b4a702c8b,Baixa,-23.65022798473656,-46.75498649486411,-23.71535119900167,-46.70368050721337,2018-01-01 11:03:00
377627ea55b004e8d55a2af17ba3c0e1,Baixa,-23.65022798473656,-46.75498649486411,-23.472582799613345,-46.66107383097695,2018-05-20 13:52:02
4d44526e9f5875e440f58363f5a621de,Baixa,-23.65022798473656,-46.75498649486411,-23.57617769248079,-46.64666288773154,2018-04-25 09:18:10
0ee52d4b00ab65f19b7e89e5683766bf,Baixa,-23.65022798473656,-46.75498649486411,-23.683086209273448,-46.78696567415893,2017-09-12 20:38:53
1e2566907e0655a3549bdcb88b0291f1,Baixa,-23.65022798473656,-46.75498649486411,-23.46034695920133,-46.54093519386578,2017-09-12 16:04:11
4d0d3e6d52ebda96d3ff80f913a49cee,Baixa,-23.65022798473656,-46.75498649486411,-23.622520976686477,-46.76073299999999,2017-12-12 12:25:26
304d09edb1e5147a08dde21e0efc3443,Baixa,-23.65022798473656,-46.75498649486411,-23.541700023861782,-46.64131782056096,2017-08-23 14:18:28
3dc3b1441a6356bd23b21ac507bd38d6,Baixa,-23.65022798473656,-46.75498649486411,-23.616370204830044,-46.71383076242137,2018-03-28 12:27:21
b1ecd983532111f5d15d7181158aa6a2,Baixa,-23.65022798473656,-46.75498649486411,-23.392080073547252,-46.30000896517394,2017-11-29 10:07:56
12464d1f4f0401e086966a5333ae812a,Baixa,-23.65022798473656,-46.75498649486411,-23.58361358776967,-46.82348459106787,2018-07-04 12:48:50
39afaebde7eee782d3af7b62ead3e32d,Baixa,-23.65022798473656,-46.75498649486411,-22.181778079147104,-47.39587118786719,2017-07-20 23:20:54
da1a0dd3bf29adb14c8a77fca7388c11,Baixa,-23.65022798473656,-46.75498649486411,-23.088769333891143,-45.68971884485543,2018-07-30 22:17:50
0c4d9abe48221137e67e9d01a442df13,Baixa,-23.65022798473656,-46.75498649486411,-23.48710818637089,-46.28483520293648,2017-12-04 13:35:13
538bd1762345b645639b118860b0cc81,Baixa,-23.65022798473656,-46.75498649486411,-23.63072808604073,-46.62775400291417,2017-06-09 16:08:30
fcc46438879834c9c223c5fa0eb0ea51,Baixa,-23.65022798473656,-46.75498649486411,-23.60839853067112,-46.45093488536562,2017-08-02 19:44:50
4cfe0eee95cf16affb0b1b647b379e51,Baixa,-23.65022798473656,-46.75498649486411,-23.517219520399337,-46.39812401610015,2018-01-19 21:04:41
1fbe0504bb91684a36cb3bc56b4f0171,Baixa,-23.65022798473656,-46.75498649486411,-23.468697894347372,-47.438978129410216,2018-07-20 09:21:40
8c1b0b8e40f57cd4f9292d1fd328aad8,Baixa,-23.65022798473656,-46.75498649486411,-22.38438072912452,-47.586364840844695,2018-06-14 10:05:20
ef85abe875a2c11ed5321f610f7afa28,Baixa,-23.65022798473656,-46.75498649486411,-23.532255303364263,-46.662756071469765,2017-04-25 16:43:25
59b3620bcd4c286333b2db46533afe81,Baixa,-23.65022798473656,-46.75498649486411,-23.45152194870011,-46.34526765055895,2017-11-15 07:33:42
eb7ac481803eb5bc5b7cfe431a03d39a,Baixa,-23.65022798473656,-46.75498649486411,-23.54811119219724,-46.841166759880586,2017-09-13 21:41:43
08c839f6091875ffd1a1d876dd48de40,Baixa,-23.65022798473656,-46.75498649486411,-23.47469907252676,-46.31480812284347,2018-02-16 10:31:45
aa5472de2f22cca7b5a661f6fbc94389,Baixa,-23.65022798473656,-46.75498649486411,-22.70505527699232,-47.272984386894834,2018-06-16 22:24:09
618ac45ad42a3bd6d81db7fce1320a15,Baixa,-23.65022798473656,-46.75498649486411,-23.304069000000005,-46.721583,2017-06-13 15:31:28
c58cea025bb7cd3c7140a14e442dad1f,Baixa,-23.65022798473656,-46.75498649486411,-23.573835900917526,-46.61101337290079,2018-01-07 14:46:44
1919a9eacb9ae555e3125f1ce713fe1a,Baixa,-23.65022798473656,-46.75498649486411,-23.557769929870062,-46.20117388588191,2017-10-27 20:22:11
5aa16b50755d8657183ae7ea1a74543b,Baixa,-23.65022798473656,-46.75498649486411,-23.490518793784968,-46.60742305591787,2017-08-20 21:34:05
2a2400e345f56a8e879743f0b45b6b09,Baixa,-23.65022798473656,-46.75498649486411,-23.57759684263372,-46.75329854899299,2017-12-28 15:11:06
df5e0e070c372394ac03c781fcfc443e,Baixa,-23.65022798473656,-46.75498649486411,-23.661877777684808,-46.65707556272721,2017-08-01 11:36:35
6156a1c77273b737bbe1c1dc14c44112,Baixa,-23.65022798473656,-46.75498649486411,-23.554897638351928,-46.44255304010616,2018-05-09 09:35:07
701ba4e30193470253a5e099210a2054,Baixa,-23.65022798473656,-46.75498649486411,-22.433071177715657,-49.52214546685303,2017-10-29 20:18:46
aa240e84341dc3a58a69fdaa1c0b927c,Baixa,-23.65022798473656,-46.75498649486411,-23.59911571434356,-46.54182544102429,2018-08-02 21:58:11
037f6ef7fcfd0d80ea84dbe396972f6d,Baixa,-23.65022798473656,-46.75498649486411,-23.55916467499565,-46.61546691825843,2018-04-23 16:43:10
b8eddc75e14deb94310c124b0458c626,Baixa,-23.65022798473656,-46.75498649486411,-23.69152722453689,-46.75794004524206,2018-07-02 13:07:15
3e84398caa2b0be876731343bab75b06,Baixa,-23.65022798473656,-46.75498649486411,-22.19099798512844,-48.77659943384667,2017-03-13 18:14:02
27a9505321037616d2e112a11760adcd,Baixa,-23.65022798473656,-46.75498649486411,-23.675905499567303,-46.75188111226845,2018-08-15 09:22:37
0a3c7a080b1152884a662e6da68906e7,Baixa,-23.65022798473656,-46.75498649486411,-22.36068179764996,-49.518572838059285,2017-06-16 16:51:28
f793ec5b86c6086ba463cb389e39594e,Baixa,-23.65022798473656,-46.75498649486411,-21.94319165614812,-47.36460529515514,2017-08-31 13:34:46
1e098529b9705a78dba4c6b24ee2ef35,Baixa,-23.65022798473656,-46.75498649486411,-22.971647510075705,-46.53361841170685,2017-07-24 09:33:52
c05dd0beb102cea787767476aa03d03e,Baixa,-23.65022798473656,-46.75498649486411,-23.51839012822437,-46.49121680988513,2018-08-04 00:06:27
